2433.3464,-1475.4110,23.5458,0,0,5.0
2474.5378,-1447.1062,24.6292,0,0,5.0
2551.2375,-1446.5909,32.9943,0,0,5.0
2623.5039,-1446.4851,30.9974,0,0,5.0
2644.4197,-1420.3839,29.9973,0,0,5.0
2675.4060,-1443.1221,30.0867,0,0,5.0
2706.2893,-1509.9299,30.0624,0,0,5.0
2765.7788,-1491.7843,28.2176,0,0,5.0
2857.5083,-1490.9799,10.4573,0,0,5.0
2878.6841,-1421.1472,10.5704,0,0,5.0
2821.7412,-1385.2881,17.8054,0,0,5.0
2799.2200,-1298.7750,39.4824,0,0,5.0
2747.9302,-1255.6283,59.1255,0,0,5.0
2611.9409,-1253.9144,47.9993,0,0,5.0
2464.1138,-1254.3789,24.4127,0,0,5.0
2397.5059,-1254.5380,23.5399,0,0,5.0
2369.0769,-1284.1478,23.5522,0,0,5.0
2316.9075,-1298.2368,23.7711,0,0,5.0
2301.8547,-1364.8926,23.5720,0,0,5.0
2244.6155,-1380.9020,23.5498,0,0,5.0
2211.2725,-1426.3003,23.5350,0,0,5.0
2210.4849,-1475.2710,23.5340,0,0,5.0
2210.2141,-1523.9452,23.5441,0,0,5.0
2199.3867,-1623.4713,15.6714,0,0,5.0
2174.0693,-1633.8223,14.3178,0,0,5.0
2122.5835,-1616.0321,13.1031,0,0,5.0
2080.0620,-1654.7314,13.1068,0,0,5.0
2079.6543,-1706.7753,13.1066,0,0,5.0
2079.6130,-1735.2004,13.1029,0,0,5.0
2096.4258,-1754.0223,13.1176,0,0,5.0
2126.2566,-1754.7616,13.1226,0,0,5.0
2168.0786,-1754.4491,13.0959,0,0,5.0
2254.0505,-1733.6403,13.0988,0,0,5.0
2333.9773,-1734.3068,13.0989,0,0,5.0
2405.4519,-1734.4344,13.1003,0,0,5.0
2433.1086,-1642.9390,26.9986,0,0,5.0
2433.3088,-1603.4298,25.7429,0,0,5.0
2433.5308,-1559.5063,23.5441,0,0,5.0
